,text,label
1203,PM Modi: Tell Indian Men to Do an Equal Share of Household Chores in Your Next Speech,unclear
1204,No More Live Markets - make the difference,pro-mitigation
1205,Amend order to allow JCPD officers to wear BDU's during PANDEMIC!,pro-mitigation
1206,Reopen Gyms To Help Combat COVID-19,anti-mitigation
1207,Mississippi State University students want the option for classes to be Pass/Fail,unclear
1208,Covid-19:   Salud a través del ejercicio!,unclear
1209,Cancel Alberta Diploma Examinations,unclear
1210,"Stop the barbaric wolf cull & poisoning in NWT, BC and AB",unclear
1211,SAVE THE NORTHCOTE PUBLIC GOLF COURSE,anti-mitigation
1212,"$2,000/month for Each Adult and $1,000/month for Each Child during COVID-19 crisis",pro-mitigation
1213,Save Maryland Restaurants,unclear
1214,"Halt Rent, Mortgage, and Utility Payments During COVID-19 Outbreak",unclear
1215,Take back the decision to end the relationship with the Chinese scholars who fund by CSC,anti-mitigation
1216,Luxury Escapes to Honour Refund Policy Amidst COVID-19 Pandemic,unclear
1217,Postpone JEE & NEET to the end of 2020,pro-mitigation
1218,The beauty industry - financial support & operational clarity from government & insurers,unclear
1219,Cancel the 2020 St Patrick's Day Parades in Ireland to help reduce the spread of COVID-19,pro-mitigation
1220,Protect Hanover community from Wegmans,unclear
1221,AMPLIACION DE LA BECA CONTINUIDAD DE ESTUDIOS I - II Convocatoria. BECA PRONABEC,unclear
1222,Luton mayor and councillors in breach of lockdown rules to resign,pro-mitigation
1223,Fast food restaurants to print vehicle reg on takeaway packaging to discourage littering.,unclear
1224,Allow Donna Kay Rule to compete in the NFR!,anti-mitigation
1225,SHUTDOWN BROWARD COUNTY,pro-mitigation
1226,School Stays ON !,anti-mitigation
1227,Cancel the 2020-2021 school year SOLs,unclear
1228,Make Covid duty for final MBBS students voluntary,unclear
1229,Hazard Pay For Essential Workers,unclear
1230,"ICMR JRF 2020 ,DBT BET JRF 2020 and GATB 2020 got postponed now",pro-mitigation
1231,Close All Wildlife Trading Markets Globally,pro-mitigation
1232,Demand that Micro-Businesses be priority to financial assistance for US COVID-19 relief!,pro-mitigation
1233,Allow EBT recipients to order groceries online during COVID-19 pandemic and beyond.,pro-mitigation
1234,UT AUSTIN NEEDS TO CONTACT ALL RESIDENTS AND STAFF WHEN COVID-19 CASES EMERGE,unclear
1235,Varsity College must decrease their school fees by 35% because of the COVID 19 pandemic,unclear
1236,Demand Johns Hopkins Protect its Graduate Employees amid COVID-19,pro-mitigation
1237,Allow medical schools to proctor board exams to combat scheduling issues due to COVID-19.,pro-mitigation
1238,Lift Restrictions for New Brunswickers Travelling to Nova Scotia,anti-mitigation
1239,University and College tuition reduction in Ontario,pro-mitigation
1240,Australian Healthcare Workers demand safe Personal Protective Equipment for COVID-19,pro-mitigation
1241,Open Texas Nursing Homes and Assisted Living Centers,unclear
1242,Cancel all further assignments and exams due to instability caused by COVID-19,pro-mitigation
1243,Keep NM Garden Nurseries Open,anti-mitigation
1244,Stop the Suppression and Redirection of Covid-19 Data,anti-mitigation
1245,Signez la lettre pour le retrait de la proposition de loi sur un ordre des psychologues,unclear
1246,Demand California Delay Implementing Cuts to Pharmacies During COVID-19 Pandemic,pro-mitigation
1247,Cancel GEBE bills during lockdown,pro-mitigation
1248,Suspension of rent payments to students during the Coronavirus pandemic.,unclear
1249,Proposal to Make Alberta's Diploma Examinations Voluntary,unclear
1250,..,unclear
1251,"Allow access in Point Roberts, WA for Canadian property, boat & animal owners",anti-mitigation
1252,Stop Guinea Pig Vaccine Tests In  Africa for Covid 19/ Corona Virus,anti-mitigation
1253,"Petition to recall Desmond Elliot from the Lagos House of Assembly, Surulere Constituency",unclear
1254,Lower the amount of work given to KHSD students,unclear
1255,Stop UC Davis From Cutting Financial Aid During a Pandemic,unclear
1256,Get Washington county closed because of Covid-19,pro-mitigation
1257,Restrict Northern BC Work Camps to Essential Operations Only - Covid-19,pro-mitigation
1258,Please Close Philadelphia Public Schools due to Coronavirus/COVID-19! Safety first!,pro-mitigation
1259,Stipend increment of Resident doctors who are working tirelessly to fight COVID19 PANDEMIC,pro-mitigation
1260,COVID-19 Awards,unclear
1261,Animal Charities including Wildlife Rescues deserve government support during Covid-19,pro-mitigation
1262,Pass/Fail Grading Option at Adelphi University in response to COVID-19,pro-mitigation
1263,We Demand Free Internet for ALL Low-Income Families During COVID-19,unclear
1264,"Plea for $1,000,000 for COVID-19 Frontline Workers Families",pro-mitigation
1265,Chandler Unified School District must close schools until Covid-19 no longer is a threat,pro-mitigation
1266,Pharmacy Personnel MUST be included in Gov. Wolf's COVID-19 PA Hazard Pay Grant Program!!!,pro-mitigation
1267,In response to Okan University New payment schedule,unclear
1268,Hazard Pay for Wal-Mart Associates,unclear
1269,Help convince the SUSD that Students & Teachers Need Leniency in Grading during COVID-19.,pro-mitigation
1270,Potential treatment for COVID-19 should not harm Canadians living with lupus,anti-mitigation
1271,Shutdown Imperial county schools,pro-mitigation
1272,Hazard Pay For Transit Workers During Covid 10,pro-mitigation
1273,Lower Tuition at Hope College During Covid-19,unclear
1274,Suspend school/college session until 2021,pro-mitigation
1275,Stop Transport Canada rescinding covid response that allows you to stay in your vehicle,unclear
1276,I want the Covid Testing to be at an affordable price for ALL,pro-mitigation
1277,Partial Reimbursement for University of Connecticut Spring 2020 Semester,unclear
1278,Keep X-rays for Chiropractors for the health benefit of future patients.,unclear
1279,Don't let new immigrants fall through the cracks during covid-19.,pro-mitigation
1280,Strongly Urge All Schools Closure in Edmonton for COVID-19,pro-mitigation
1281,Petition Sokongan kepada Ketua Pengarah KKM Datuk Dr. Noor Hisham Bin Abdullah,unclear
1282,Re-Open US Consulates for General Visa Appointments (Allowing Foreign Nationals to Travel),anti-mitigation
1283,"Covid-19 Minnesota families rent,mortgages, utilities,and monthly Bill's or hardships!",unclear
1284,#ProtectLibraryWorkers & communities: Don't reopen libraries until it's safe,pro-mitigation
1285,Free 3 school teachers held in Italian covid centre for 2months. #FF3,anti-mitigation
1286,"COVID-19 : Give the 320,000 homeless people in the U​.​K. shelter",pro-mitigation
1287,Demand FDA Approval for Emergency Use of Ivermectin for Covid 19 Treatment,pro-mitigation
1288,Act now to save small businesses & start-ups - CBILS not available to so many...,anti-mitigation
1289,Include Preschool Teachers in the Phase 1b vaccine rollout in Kentucky,pro-mitigation
1290,Keep the test,pro-mitigation
1291,"Prisoner's in danger of Covid-19. ""Please Help""
#PrisonersLivesMatterToo",unclear
1292,Postponing the JEE MAINS Examination april 2020 due to COVID-19 outbreak,unclear
1293,UAW Local 2192 calls for covid-19 health and safety actions by Oberlin College,pro-mitigation
1294,NO TO THE DISPLACEMENT OF MARIACHIS AT MARIACHI PLAZA IN BOYLE HEIGHTS!,unclear
1295,Pass all SBISD students for the spring semester,unclear
1296,Transparency for Missouri beef consumers and producers,unclear
1297,NO on SB20-163,unclear
1298,Tertiary Students of JA Appeal to Reduce Tuition 15-20% & Refund Miscellaneous/ Late Fees.,unclear
1299,Stop insurance providers from rejecting doctor-recommended cancer treatment.,unclear
1300,Ban Eating Dogs & Cats in China - Now.,unclear
1301,Esami a distanza garantiti al Politecnico di Milano,unclear
1302,Let our 4 year old Melbourne kinder kids go to their Primary Schools for prep orientation,pro-mitigation
1303,Hazard Pay for COVID-19 Essential RI Workers,pro-mitigation
1304,Licensure Extension for TLLP due to COVID-19,unclear
1305,Force private nurseries to charge REDUCED fees during COVID-19 crisis,unclear
1306,Hunts and shoots should not be exempt from 6 person rule + Covid-19 restrictions,anti-mitigation
1307,Recall WI Governor Tony Evers,unclear
1308,DONIAMO VENTILATORI POLMONARI AGLI OSPEDALI ITALIANI PUBBLICI,pro-mitigation
1309,It now time for temples and religious institutions to donate for COVID relief,pro-mitigation
1310,Prioritize Vaccinating Florida Teachers,pro-mitigation
1311,Postpone graduation!!!!!! DO NOT make it virtual,unclear
1312,Save Newquay Killacourt,unclear
1313,Make COVID-19 Testing Free for Senior Citizens & Subsidised for All #PatientsBeforeProfits,pro-mitigation
1314,Help Georgia Restaurants Survive COVID-19,anti-mitigation
1315,CONTRA LOS DESPIDOS EN ORANGE. ERE NO.,unclear
1316,Change UAlberta Classes from in person to Online due to COVID-19,pro-mitigation
1317,Save Akron's Last Major Greenspace!,unclear
1318,Close Pepperdine due to the Covid-19 Case in California,pro-mitigation
1319,Coronavirus Europe - Let Google Vendor employees to work from home like Google employees,pro-mitigation
1320,Support Safe Schools for Saskatchewan,unclear
1321,Call for the Resignation of Los Angeles Mayor Eric Garcetti for BLM Protest Response,unclear
1322,Review of the constitution of the South African CoVID-19 National Command Council,unclear
1323,COVID Transparency at BYU,pro-mitigation
1324,Appello per la pace in Etiopia,unclear
1325,"Support for NY State Licensed, High-Touch Service Professionals During Covid-19.",pro-mitigation
1326,Remove Dr. Wajid Ahmed from his position as Medical Officer of Health for Windsor/Essex,anti-mitigation
1327,"Justice for Dr. Abhishek Bhayana, youngest frontline covid warrior",pro-mitigation
1328,"COVID-19 Pass/Fail Grading Initiative for FCPS - Frederick, MD",unclear
1329,We want to feel safe on social media platforms,unclear
1330,"Stop Con Edison from potentially spreading Covid-19 to its workers, and the NYC public!",pro-mitigation
1331,Have Online Classes & Close Physical BMCC campus due to Outbreak of COVID-19,pro-mitigation
1332,Ensure Safe Watersports Access to Florida's Waterways during COVID-19 Pandemic,pro-mitigation
1333,Alberta golf courses should receive an exemption from mandated business closures,anti-mitigation
1334,Private schools to charge 50% tuition fees for online classes.,pro-mitigation
1335,Provide financial support for ALL Sole Traders in Victoria,unclear
1336,Smoking Covid,unclear
1337,Stop classes and encourage online classes to reduce spread of COVID-19 in uniten,pro-mitigation
1338,UHC refuses to pay equitably for COVID tests,pro-mitigation
1339,Federal financial relief for restaurant industry — covid-19 pandemic,unclear
1340,An Arts Sector-specific Rescue Package to Survive COVID-19 #HeartsForArts2020,pro-mitigation
1341,Car Dealerships are Non-Essential During COVID-19 and should be be closed!,pro-mitigation
1342,#FreeNeko from Navajo County Jail,unclear
1343,Re-open unused wards of University Hospital of Hartlepool during Covid 19 pandemic,pro-mitigation
1344,Joe Biden's Candidacy is Failing - We Demand a Stronger Nominee. Democrats: Act Now.,unclear
1345,Provide Food and Safe Transport to Stranded Migrants during COVID-19 Lockdown,pro-mitigation
1346,Open Up Private Recreational Motorcycle & ATV Areas In NY,anti-mitigation
1347,Help the St. John’s University bowling team go to sectionals!,unclear
1348,UAH: Extend a Pass/Fail Option Due to COVID-19,pro-mitigation
1349,Maharashtra CM : Make an announcement in Reduction & Deferment of School Fees !,unclear
1350,COVID-19：Request For MPCSD to Close Schools for the Safety of our Community and Children,pro-mitigation
1351,For NHS senior management to protect workers from COVID-19 as a priority,pro-mitigation
1352,#Don'tForgetStudents | #N'OubliezPaslesÉtudiants,unclear
1353,"Rockford, IL Police Chief Daniel G. O’Shea Must Be Fired",unclear
1354,Help change FL mandated clinical requirements for Nursing students in light of COVID-19,pro-mitigation
1355,Demilitarize Walnut Creek Police Response!,unclear
1356,Give NJ Teachers and school staff immediate access to the COVID-19 vaccine,pro-mitigation
1357,We study in online mode we want online Semester examination for every university students,pro-mitigation
1358,SENSELESS IMPRISONMENT FOR MY MOM.. FIRST TIME OFFENDER NON-VIOLENT CRIME,unclear
1359,Stop Allowing Flights with Covid Infected People to Land in Canada,pro-mitigation
1360,Stop Stephanie Alley from Potentially spreading the Coronavirus (CoVid 19 Virus),pro-mitigation
1361,SUPPORT FOR SME WORKING DIRECTORS UNDER JOBS SUPPORT SCHEME (JSS),pro-mitigation
1362,Extend JobKeeper For The Travel Industry Beyond March 28,unclear
1363,Carteret County Surf Now,unclear
1364,"Glasgow Life, Reconsider Library Closures",pro-mitigation
1365,Keep Community Based Adult Services (CBAS) Available in California,anti-mitigation
1366,Close shopping malls  IMMEDIATELY to prevent the spread of COVID-19,pro-mitigation
1367,Remove mandated bulk-billing from COVID-19 telehealth item numbers.,unclear
1368,Take Action to End Canada's Blood Donation Ban,unclear
1369,Pembroke Pines utilities cost increase during COVID-19,unclear
1370,"Give Children and Families Access to Beaches, Parks and Trails in Hawaii",anti-mitigation
1371,Creat isolation hotel centers for COVID-19 self-isolation confirms,pro-mitigation
1372,Rowan University: Universal Pass System,unclear
1373,South Dakota High School Pass or Fail students -COVID-19,unclear
1374,Virginia Covid-19 Mandatory Shelter in Place,pro-mitigation
1375,Urgent Action Needed: Strengthen Ethnic Studies in Stockton Unified School District,unclear
1376,REDUCTION IN SCHOOL FEES DURING COVID-19. Schools to run at no profit no loss till then,unclear
1377,Powerful action against climate change by the governments,unclear
1378,Texas UIL Spring Sports/Competitions to be completed during the Summer of 2020,unclear
1379,Pengurangan uang sekolah selama Home Learning karena dampak ekonomi dari Covid - 19.,unclear
1380,"Let's get back golfing, rowing, playing tennis and picnicking again Ontario.",anti-mitigation
1381,Enforce State and Local COVID-19 Rules in all California State Employee Workplaces,pro-mitigation
1382,"Support and reward healthcare workers, COVID-19",pro-mitigation
1383,Raise Awareness to Defeat COVID-19,pro-mitigation
1384,COVID-19 Small Business economic hardship,unclear
1385,Save Plum Island Coffee Roasters,unclear
1386,SAVE OUR SMALL BUSINESS COMMUNITY!! Allow restaurants to be able to service outdoor dining,anti-mitigation
1387,"No School Re-Opening, Protect Our Children",pro-mitigation
1388,No Mandatory COVID-19 Testing For Ohio Athletics ( OHSAA) & Let Spectators In all Games.,anti-mitigation
1389,Petition for Approval to Provide Illinois Early Intervention Services via Telehealth,pro-mitigation
1390,Lift covid restrictions on Beauty industry!,anti-mitigation
1391,Save my dad from ICE's virus-ridden detention centers,pro-mitigation
1392,Venues should cancel South Padre Island Spring Break events to prevent COVID-19 exposure.,pro-mitigation
1393,Rescind Abbott’s Execute Order GA-13: Biased Bail Restrictions during COVID-19,pro-mitigation
1394,Please help the residents of Guildwood Extendicare during Covid Crisis,unclear
1395,Darden : Financial Relief for COVID-19,pro-mitigation
1396,No mandatory Covid-19 vaccine in Canada,anti-mitigation
1397,Make Swiggy accessible with screen readers in Android for Visually Challenged People,unclear
1398,We want the COVID-19 Language Access Act!,unclear
1399,Let babies travel on their mother's passport into South Africa for Medical Emergencies,pro-mitigation
1400,Extend Winter Break at UBC,unclear
1401,Stop Covid-19 Related Dismissals at Glasgow Colleges,pro-mitigation
1402,Free Jay Regas,unclear
1403,“TAKE  ACTION AGAINST CORRUPTION NOW”,unclear
1404,United Against COVID-19,pro-mitigation
1405,Ask the City of Winston-Salem to support in-street dining for downtown resturants!,anti-mitigation
1406,Stand with Heine Brothers' Baristas during COVID-19 Outbreak: Give them the Choice!,anti-mitigation
1407,ÖZEL OKUL ÖDEMELERİNİNDE İNDİRİM,unclear
1408,Close CCPS schools to limit spread of coronavirus.,pro-mitigation
1409,Suspend Rent & Mortgage in Canada during COVID-19,unclear
1410,Protect our TWU community from COVID-19 by suspending face-to-face classes and meetings.,pro-mitigation
1411,Stop the relocation of a Sexually Violent Predator to Twentynine Palms!,unclear
1412,Procurement of Covid-19 cure from Madagascar by the South African government.,pro-mitigation
1413,APPEAL COVID-19/ BEAUTY INDUSTRY,anti-mitigation
1414,Arrest Mocha Uson for Publishing False News in her Facebook Page,unclear
1415,Change the 2020 Year 12 VCE Exams,unclear
1416,Allow Athletic Therapists to treat their patients,anti-mitigation
1417,ALTERNATIVE GRADUATION OPTION FOR CMS SENIORS,unclear
1418,India needs to change its stance on mental health,unclear
1419,To allow the children of a covid victim to remain in their home.,unclear
1420,"Teachers, Students, and Staff are NOT Expendable",unclear
1421,Bring Thunder Bay District Out Of Lockdown and back into colour code system,anti-mitigation
1422,"""COVID-19 Relief"" for our incarcerated loved ones & DE DOC!",pro-mitigation
1423,Support for Farm Transitions and Sustainable Agricultural Practices,unclear
1424,Save Pine Island Club,unclear
1425,Re-Open Motocross Tracks Responsibly,anti-mitigation
1426,"Allow venues, stadia, and hotels with Covid Controls in place to operate at capacity",pro-mitigation
1427,Allow Golf courses to open in Ontario,anti-mitigation
1428,Housing for Healthcare Workers exposed to COVID-19,pro-mitigation
1429,Reopen The Spotlight Theatre ASAP,anti-mitigation
1430,Close Petsmart Services in response to Covid-19 state of emergency,pro-mitigation
1431,Make UKZN shut down all campuses for an appropriate amount of time should COVID-19 worsen.,pro-mitigation
1432,URGENT! Irish Government Enact Vegan Law! to Stop COVID-19 & Stop Climate Change!,pro-mitigation
1433,"Student Loan Forgiveness for ""Covid-19"" Frontline Workers",pro-mitigation
1434,"Save Donderberg , Sauvons l'espace vert du Donderberg à Laeken , Red Donderberg",unclear
1435,Stop the RHS Bridgewater from further culling of roe deer at their site,unclear
1436,"Postponement of Final examinations for Mithibai College,in regards to Covid-19",unclear
1437,The easing of covid restrictions,anti-mitigation
1438,Bring back Division III National Championships,unclear
1439,Ban face to face teaching at City of Glasgow College with immediate effect - COVID-19,pro-mitigation
1440,PETITION AGAINST PROPOSED CORONATION DRIVE WASTE PROCESSING PLANT,unclear
1441,Stop violence against doctors,pro-mitigation
1442,Protect our nurses!,pro-mitigation
1443,End Hate Crimes Against Asian Americans,unclear
1444,COVID-19: Demand immediate release for those incarcerated in Knox County jail,anti-mitigation
1445,Provide easily accessible and free COVID-19 testing across India.,pro-mitigation
1446,Lift Ban on Riding Road Registered Motorcycles During covid 19,pro-mitigation
1447,Get Classes Moved To Online Due to Corona Virus (Covid-19),pro-mitigation
1448,"Close, Florida, close the beaches, Gov. DeSantis!",pro-mitigation
1449,Mary Seacole is now recognised as a  COVID-19  hospital in England,unclear
1450,Mandate PPE for Dental Hygienists NOW!,pro-mitigation
1451,change school district grades from numerical to pass fail for 4th quarter due to covid,unclear
1452,Urge “shelter in place” order for the state of Utah,pro-mitigation
1453,UW 2020 Commencement,unclear
1454,Please help saving the life of my Father Kidnapped Dr Abbadi in Jordan,unclear
1455,Lockdown Pakistan to Prevent COVID-19 Transmission,pro-mitigation
1456,"Every penny counts- In case of death due to Covid, beneficiary to be granted tax exemption",anti-mitigation
1457,Nurses must be exempted from paying tax during covid-19.,pro-mitigation
1458,Extend COVID-19 Emergency Benefits / Prolonger les prestations d'urgence pour la COVID-19,pro-mitigation
1459,COVID-19: Allow free hospital parking for BC's health care workers.,pro-mitigation
1460,"OPEN LETTER TO THE LEADERS OF THE COUNTRIES AND NATIONS OF THE EARTH

FOR THE POOR",unclear
1461,Mandate the collection of disaggregated health data for Canadians during COVID-19,pro-mitigation
1462,Hazard Pay For The Front Line,pro-mitigation
1463,Play Fair - Let Live Music Live,unclear
1464,"Name MUN's New Core Science Building the ""J. Fitzgerald Building""",unclear
1465,COVID - Suspend School Until We Have Clarity,pro-mitigation
1466,COVID-19 Requesting early release for Georgia work release program residents,unclear
1467,University students should not have to pay last instalment of rent if they move out,unclear
1468,Early release for Hector Jimenez via medical parole or clemency due to COVID-19,unclear
1469,Hold the Chinese government accountable for COVID-19,anti-mitigation
1470,A Campaign to Protect Dover Forest!,unclear
1471,LOVE IS NOT TOURISM,unclear
1472,Petition AGAINST Del Mar College School of Nursing Holding Back Graduates Due to COVID-19,anti-mitigation
1473,Restrict Incoming Maui Flights to Slow Spread of COVID-19,pro-mitigation
1474,Cancelling of HITS Events during COVID pandemic,pro-mitigation
1475,Allow 2020 Spring Sports to Continue Through the Summer,anti-mitigation
1476,Approve direct access to COVID-19 rapid screening tests,pro-mitigation
1477,Justice for Benny Davis,unclear
1478,URGENT CALL - Release Julian Assange from Belmarsh NOW!,unclear
1479,Allow not COVID related evictions,anti-mitigation
1480,Release my mother due to COVID-19,unclear
1481,Help animal shelters during COVID-19,pro-mitigation
1482,Make the CDC report the number of coronavirus cases per state,pro-mitigation
1483,Student loan forgiveness for those working the front-lines of the COVID-19 pandemic,pro-mitigation
1484,"Lockdown India Completely Until 31st Mar (At least) - (Buses, Flights, Trains, Shops etc)",pro-mitigation
1485,Test Kits for CoVid-19 in Every City in the USA,pro-mitigation
1486,Cancel rental payment for international student of Australia during COVID-19 crisis,pro-mitigation
1487,Save 220k Massage Therapist's Careers  Covid-19 Licensed Health Care Economic Hardship,pro-mitigation
1488,Continue Paying Northeastern Dining Hall Employees for the Next 30 Days,unclear
1489,KKTC GİRNE AMERİKAN ÜNİVERSİTESİ ÖDEMELERİNE İNDİRİM İSTİYORUZ,unclear
1490,Cancel Rent Payments in Finland for International Students during Covid-19.,unclear
1491,"Disinfect the streets, lobbies, transportation and stores everyday",pro-mitigation
1492,Keep Yehaa Bob at Port Orleans,unclear
1493,We want the Human rights commission to lay charges of racism against Russell Kruger.,unclear
1494,Community Demands for Lesley University's Covid-19 Response,pro-mitigation
1495,I want people who are working during the Covid-19 pandemic to receive hazard pay.,pro-mitigation
1496,Keep our children safe and close the schools,pro-mitigation
1497,Expedite NBCOT Exam Process,unclear
1498,Petition for Online Teaching in QUB under COVID-19 Threat,pro-mitigation
1499,Claps don't pay the bills - give all NHS workers a 15% pay rise #NHSPay15,pro-mitigation
